quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
2023Q1,A,Medical - Diagnostics & Research,Healthcare,0.2720945141496474,40948640000.0,136.11,0.13922066214329823,0.00874292851370215,287
2023Q2,A,Medical - Diagnostics & Research,Healthcare,0.25324314306893997,35353500000.0,118.73,0.16445070169837145,0.008590920576097026,372
2023Q3,A,Medical - Diagnostics & Research,Healthcare,0.2612646370023419,32651439999.0,110.4,0.17123878536922016,0.0034420289855072463,372
2023Q4,A,Medical - Diagnostics & Research,Healthcare,0.258385208584967,40735790000.0,137.78,0.14528322897134005,0.011830454347510523,328
2023Q1,AA,Aluminum,Basic Materials,0.12575683763657874,7575680000.0,41.37,0.636894237533033,-0.03142373700749335,891
2023Q2,AA,Aluminum,Basic Materials,0.1280436013590034,6039540000.0,33.07,0.822565684638985,-0.017236165709101903,1123
2023Q3,AA,Aluminum,Basic Materials,0.1300567651074226,5172680000.0,28.41,0.8916388832860719,-0.03308694121788103,1162
2023Q4,AA,Aluminum,Basic Materials,0.1352878841398799,6067864740.0,33.38,0.7135884276019302,-0.02516476932294787,1159
2023Q1,AAC,Shell Companies,Financial Services,0.0,743009875.0,10.32,0.396458865967782,-0.016472868217054265,2375
2023Q2,AAC,Shell Companies,Financial Services,0.017096105536316714,1364670080.0,10.57,0.535196890930686,0.002838221381267739,2265
2023Q3,AAC,Shell Companies,Financial Services,0.009642327503582125,1389200573.0,10.76,-1.4276328686364718e-05,0.0,2131
2023Q4,AAC,Shell Companies,Financial Services,0.009515598921311706,2009299104.0,10.79,-1.0085138623442248e-05,0.007182576459684894,1970
2023Q1,AAGPX,Asset Management,Financial Services,0.0011868624746376717,3928731451.0,17.29,1.8372910019818172,0.05841526894158473,1311
2023Q2,AAGPX,Asset Management,Financial Services,0.0021251170229996653,4104840734.0,18.07,1.6815631431967069,-0.03929164360819037,1396
2023Q3,AAGPX,Asset Management,Financial Services,0.0021251170229996653,4037394698.0,17.77,1.7099519413373379,-0.03995498030388295,1342
2023Q1,AAISX,Asset Management,Financial Services,0.011668481491139505,1506767654.0,13.99,2.2334833873098425,-0.14295925661186562,2027
2023Q2,AAISX,Asset Management,Financial Services,0.011174914684284361,1476527138.0,14.47,2.2498623486383824,0.30131306150656534,2208
2023Q3,AAISX,Asset Management,Financial Services,0.01129034404736403,1434084132.0,13.89,1.8495085472511392,0.4190064794816415,2111
2023Q4,AAISX,Asset Management,Financial Services,0.0108179225329387,1476317487.0,15.22,2.524142769351468,-0.39750328515111694,2203
2023Q1,AAL,"Airlines, Airports & Air Services",Industrials,0.7343604947144611,9640629500.0,14.75,-0.6000831860247478,0.0013559322033898306,785
2023Q2,AAL,"Airlines, Airports & Air Services",Industrials,0.6331103181683021,11734894860.0,17.94,-0.37396743582651426,0.11426978818283165,753
2023Q3,AAL,"Airlines, Airports & Air Services",Industrials,0.7209447428893184,8379264390.0,12.81,-0.6129416331736013,-0.06479313036690085,876
