quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
2023Q1,ACVA,Auto - Dealerships,Consumer Cyclical,0.09596572164715364,2058678316.0,12.91,0.23473126070493613,-0.008520526723470178,692
2023Q2,ACVA,Auto - Dealerships,Consumer Cyclical,0.1121295320354073,2770591335.0,17.27,0.17290459407111997,-0.005657209033005211,701
2023Q3,ACVA,Auto - Dealerships,Consumer Cyclical,0.1094794616529939,2435296842.0,15.18,0.1918033119485357,-0.007246376811594203,711
2023Q4,ACVA,Auto - Dealerships,Consumer Cyclical,0.1246039760587004,2441793205.0,15.15,0.18696423554613115,-0.009240924092409241,759
2023Q1,NVR,Residential Construction,Consumer Cyclical,0.16686962682925424,18179431468.0,5572.189941,0.21305835192343026,0.01907867483442629,238
2023Q2,NVR,Residential Construction,Consumer Cyclical,0.1622782052969829,20695800545.0,6350.62,0.20045593798226174,0.019500458222976656,243
2023Q3,NVR,Residential Construction,Consumer Cyclical,0.15966604014931587,19433577727.0,5963.3,0.21470997561141775,0.022289671826002378,234
2023Q4,NVR,Residential Construction,Consumer Cyclical,0.15364076563254297,22345436400.0,7000.45,0.19532959311548734,0.018351677392167646,233
2023Q1,SMR,Renewable Utilities,Utilities,0.0,2001934627.0,9.09,0.4775744784001215,-0.0176017601760176,701
2023Q2,SMR,Renewable Utilities,Utilities,0.0,1553898091.0,6.8,0.2244131465928763,-0.01911764705882353,837
2023Q3,SMR,Renewable Utilities,Utilities,0.0,1119720683.0,4.9,0.28883771117079493,-0.053061224489795916,894
2023Q4,SMR,Renewable Utilities,Utilities,0.006648640475322203,772489991.0,3.29,0.36941701873331545,-0.0729483282674772,964
2023Q1,BRK-A,Insurance - Diversified,Financial Services,0.1239870340356564,674906755200.0,465600.0,0.7440509581232289,0.05235180412371134,1
2023Q2,BRK-A,Insurance - Diversified,Financial Services,0.12034394132720415,749232234250.0,517810.0,0.7192807139909557,0.04785539097352311,1
2023Q3,BRK-A,Insurance - Diversified,Financial Services,0.12234234993867245,769007358225.0,531477.0,0.6831274036344088,-0.016595261883392883,1
2023Q4,BRK-A,Insurance - Diversified,Financial Services,0.017938686589817735,782891253908.0,542625.03,0.7169233238944352,0.04798893998678977,2
2023Q1,HPE,Communication Equipment,Technology,0.23251965246172943,20772720000.0,15.05,1.0243717654044813,0.025913621262458473,222
2023Q2,HPE,Communication Equipment,Technology,0.24079641397684926,21823200000.0,15.99,0.9767415984683678,0.020012507817385866,236
2023Q3,HPE,Communication Equipment,Technology,0.23667464326863422,22494150000.0,16.65,0.9534707918079743,0.021621621621621623,208
2023Q4,HPE,Communication Equipment,Technology,0.23647052648154954,22090980000.0,16.4,0.9973632168754121,0.030487804878048783,235
2023Q1,CVX,Oil & Gas Integrated,Energy,0.09068882236620995,304646641400.0,148.37,0.5680997357048955,0.023454876322706746,11
2023Q2,CVX,Oil & Gas Integrated,Energy,0.08544795237092848,294396028050.0,144.48,0.5868931840304059,0.022286821705426358,10
2023Q3,CVX,Oil & Gas Integrated,Energy,0.07789653957344266,315481781060.0,156.32,0.5650685579462327,0.02226202661207779,10
2023Q4,CVX,Oil & Gas Integrated,Energy,0.07963857632093933,277657461840.0,139.73,0.6188184236551859,0.008802690903886067,12
2023Q1,EXP,Construction Materials,Basic Materials,0.40488644021111814,5176570002.0,145.39,0.2282846851460259,0.019327326501134882,491
2023Q2,EXP,Construction Materials,Basic Materials,0.4096907462539168,6535320906.0,184.97,0.18980144868754653,0.01854354760231389,475
2023Q3,EXP,Construction Materials,Basic Materials,0.3869515346437242,5837687143.0,165.46,0.2252612660425755,0.025927716668681253,483
2023Q4,EXP,Construction Materials,Basic Materials,0.3700606157061107,6991112040.0,201.81,0.19166696133301303,0.01858183439869184,478
2023Q1,T,Telecommunications Services,Communication Services,0.3888937394137295,138215000000.0,16.84,0.8234340536986766,0.0344418052256532,33
2023Q2,T,Telecommunications Services,Communication Services,0.39561712118652576,114600750000.0,14.15,1.003011899957676,0.0431095406360424,50
2023Q3,T,Telecommunications Services,Communication Services,0.38292049628963015,107918700000.0,13.56,1.064399981114375,0.035398230088495575,46
2023Q4,T,Telecommunications Services,Communication Services,0.3805311256325849,120648200000.0,15.44,0.930489597670916,0.019430051813471502,53
2023Q1,XOM,Oil & Gas Integrated,Energy,0.11220696806192149,445877560000.0,101.48,0.47729728732458304,0.02749310208908159,3
2023Q2,XOM,Oil & Gas Integrated,Energy,0.11423600405232788,431681250000.0,100.11,0.4889997294171689,0.019378683448206972,3
2023Q3,XOM,Oil & Gas Integrated,Energy,0.11081800574331312,473259500000.0,110.65,0.4484017367728246,0.02033438770899232,4
2023Q4,XOM,Oil & Gas Integrated,Energy,0.1158331938232926,397020580000.0,94.95,0.5431744550306733,0.02022116903633491,9
2023Q2,DIS,Entertainment,Communication Services,0.23683722383309413,163293120000.0,88.19,0.6070231296412684,0.007937407869372944,26
