quarter,ticker,industry,sector,debt_to_assets,mkt_cap,stock_price,book_to_market,earnings_yield,mkt_cap_rank
2023Q1,ACVA,Auto - Dealerships,Consumer Cyclical,0.09596572164715364,2058678316.0,12.91,0.23473126070493613,-0.008520526723470178,153
2023Q2,ACVA,Auto - Dealerships,Consumer Cyclical,0.1121295320354073,2770591335.0,17.27,0.17290459407111997,-0.005657209033005211,155
2023Q3,ACVA,Auto - Dealerships,Consumer Cyclical,0.1094794616529939,2435296842.0,15.18,0.1918033119485357,-0.007246376811594203,154
2023Q4,ACVA,Auto - Dealerships,Consumer Cyclical,0.1246039760587004,2441793205.0,15.15,0.18696423554613115,-0.009240924092409241,168
2023Q1,NVR,Residential Construction,Consumer Cyclical,0.16686962682925424,18179431468.0,5572.189941,0.21305835192343026,0.01907867483442629,52
2023Q2,NVR,Residential Construction,Consumer Cyclical,0.1622782052969829,20695800545.0,6350.62,0.20045593798226174,0.019500458222976656,53
2023Q3,NVR,Residential Construction,Consumer Cyclical,0.15966604014931587,19433577727.0,5963.3,0.21470997561141775,0.022289671826002378,51
2023Q4,NVR,Residential Construction,Consumer Cyclical,0.15364076563254297,22345436400.0,7000.45,0.19532959311548734,0.018351677392167646,51
2023Q1,SMR,Renewable Utilities,Utilities,0.0,2001934627.0,9.09,0.4775744784001215,-0.0176017601760176,154
2023Q2,SMR,Renewable Utilities,Utilities,0.0,1553898091.0,6.8,0.2244131465928763,-0.01911764705882353,183
2023Q3,SMR,Renewable Utilities,Utilities,0.0,1119720683.0,4.9,0.28883771117079493,-0.053061224489795916,200
2023Q4,SMR,Renewable Utilities,Utilities,0.006648640475322203,772489991.0,3.29,0.36941701873331545,-0.0729483282674772,218
2023Q1,BRK-A,Insurance - Diversified,Financial Services,0.1239870340356564,674906755200.0,465600.0,0.7440509581232289,0.05235180412371134,1
2023Q2,BRK-A,Insurance - Diversified,Financial Services,0.12034394132720415,749232234250.0,517810.0,0.7192807139909557,0.04785539097352311,1
2023Q3,BRK-A,Insurance - Diversified,Financial Services,0.12234234993867245,769007358225.0,531477.0,0.6831274036344088,-0.016595261883392883,1
2023Q4,BRK-A,Insurance - Diversified,Financial Services,0.017938686589817735,782891253908.0,542625.03,0.7169233238944352,0.04798893998678977,1
2023Q1,HPE,Communication Equipment,Technology,0.23251965246172943,20772720000.0,15.05,1.0243717654044813,0.025913621262458473,47
2023Q2,HPE,Communication Equipment,Technology,0.24079641397684926,21823200000.0,15.99,0.9767415984683678,0.020012507817385866,50
2023Q3,HPE,Communication Equipment,Technology,0.23667464326863422,22494150000.0,16.65,0.9534707918079743,0.021621621621621623,44
2023Q4,HPE,Communication Equipment,Technology,0.23647052648154954,22090980000.0,16.4,0.9973632168754121,0.030487804878048783,52
2023Q1,CVX,Oil & Gas Integrated,Energy,0.09068882236620995,304646641400.0,148.37,0.5680997357048955,0.023454876322706746,5
2023Q2,CVX,Oil & Gas Integrated,Energy,0.08544795237092848,294396028050.0,144.48,0.5868931840304059,0.022286821705426358,4
2023Q3,CVX,Oil & Gas Integrated,Energy,0.07789653957344266,315481781060.0,156.32,0.5650685579462327,0.02226202661207779,4
2023Q4,CVX,Oil & Gas Integrated,Energy,0.07963857632093933,277657461840.0,139.73,0.6188184236551859,0.008802690903886067,4
2023Q1,EXP,Construction Materials,Basic Materials,0.40488644021111814,5176570002.0,145.39,0.2282846851460259,0.019327326501134882,102
2023Q2,EXP,Construction Materials,Basic Materials,0.4096907462539168,6535320906.0,184.97,0.18980144868754653,0.01854354760231389,99
2023Q3,EXP,Construction Materials,Basic Materials,0.3869515346437242,5837687143.0,165.46,0.2252612660425755,0.025927716668681253,100
2023Q4,EXP,Construction Materials,Basic Materials,0.3700606157061107,6991112040.0,201.81,0.19166696133301303,0.01858183439869184,99
2023Q1,T,Telecommunications Services,Communication Services,0.3888937394137295,138215000000.0,16.84,0.8234340536986766,0.0344418052256532,12
2023Q2,T,Telecommunications Services,Communication Services,0.39561712118652576,114600750000.0,14.15,1.003011899957676,0.0431095406360424,15
2023Q3,T,Telecommunications Services,Communication Services,0.38292049628963015,107918700000.0,13.56,1.064399981114375,0.035398230088495575,15
2023Q4,T,Telecommunications Services,Communication Services,0.3805311256325849,120648200000.0,15.44,0.930489597670916,0.019430051813471502,16
2023Q1,XOM,Oil & Gas Integrated,Energy,0.11220696806192149,445877560000.0,101.48,0.47729728732458304,0.02749310208908159,3
2023Q2,XOM,Oil & Gas Integrated,Energy,0.11423600405232788,431681250000.0,100.11,0.4889997294171689,0.019378683448206972,3
2023Q3,XOM,Oil & Gas Integrated,Energy,0.11081800574331312,473259500000.0,110.65,0.4484017367728246,0.02033438770899232,3
2023Q4,XOM,Oil & Gas Integrated,Energy,0.1158331938232926,397020580000.0,94.95,0.5431744550306733,0.02022116903633491,3
2023Q2,DIS,Entertainment,Communication Services,0.23683722383309413,163293120000.0,88.19,0.6070231296412684,0.007937407869372944,7
2023Q3,DIS,Entertainment,Communication Services,0.24270475097164593,148402550000.0,80.06,0.6772432963644279,0.0017486884836372721,8
2023Q4,DIS,Entertainment,Communication Services,0.24113381941003367,165411280000.0,89.48,0.6144245841572755,0.0116227089852481,8
2023Q1,HMY,Gold,Basic Materials,0.10490915416138644,2547012619.0,4.0,14.059472630011733,0.5825,143
2023Q2,HMY,Gold,Basic Materials,0.10146750524109015,2595703282.0,4.1,13.716795733732758,1.1756097560975611,159
2023Q3,HMY,Gold,Basic Materials,0.05648931070330424,2335697787.0,3.67,17.58575702041616,1.2970027247956404,155
2023Q4,HMY,Gold,Basic Materials,0.055999732378817786,3806850000.0,6.04,10.654067123859248,1.5827814569536425,138
2023Q2,GFI,Gold,Basic Materials,0.21394619805538212,12489616923.0,13.19,0.3591443567350261,0.038665655799848375,74
2023Q4,GFI,Gold,Basic Materials,0.20335995526542916,12920600155.0,13.95,0.3590965055476932,0.021505376344086023,76
2023Q1,WTM,Insurance - Property & Casualty,Financial Services,0.06989483735598247,3477886752.0,1375.98,1.1170977366603674,0.05075655169406532,129
2023Q2,WTM,Insurance - Property & Casualty,Financial Services,0.09190215250170122,3504081039.0,1387.39,1.1197064860991137,0.005506742876912764,137
2023Q3,WTM,Insurance - Property & Casualty,Financial Services,0.06934960947094365,3773476301.0,1494.05,1.0476903953613752,0.0061845319768414715,126
2023Q4,WTM,Insurance - Property & Casualty,Financial Services,0.07107340223316004,3853505864.0,1503.36,1.1013176982917159,0.07441331417624522,137
2023Q1,WFC,Banks - Diversified,Financial Services,0.10190733672603902,138302262000.0,35.17,1.3607376416588812,0.03525732158089281,11
2023Q2,WFC,Banks - Diversified,Financial Services,0.0998150635286092,155730784000.0,40.47,1.2033997165645085,0.031134173461823574,9
2023Q3,WFC,Banks - Diversified,Financial Services,0.106049408645544,149089968000.0,39.05,1.2683032479623912,0.038156209987195905,7
2023Q4,WFC,Banks - Diversified,Financial Services,0.1135604832783777,178220698000.0,47.46,1.0808103262748943,0.018331226295828066,7
2023Q1,VTR,REIT - Healthcare Facilities,Real Estate,0.5101438399531086,17358683850.0,40.42,0.6183365861462724,0.0010836219693221177,56
2023Q2,VTR,REIT - Healthcare Facilities,Real Estate,0.5339141909041659,19043144930.0,44.49,0.5595444273596278,0.005844009889862891,57
2023Q3,VTR,REIT - Healthcare Facilities,Real Estate,0.5475284609135346,16972449670.0,40.08,0.6080268204168391,-0.004491017964071856,55
2023Q4,VTR,REIT - Healthcare Facilities,Real Estate,0.60882403960327,20085270800.0,47.84,0.4921375490313933,-0.004807692307692308,58
2023Q1,FICO,Software - Application,Technology,1.3121800601824642,17538439710.0,702.69,-0.043674054772399204,0.0057493346995118755,54
2023Q2,FICO,Software - Application,Technology,1.2600341165326345,20089447460.0,809.21,-0.0348553486567961,0.006376589513228952,56
2023Q3,FICO,Software - Application,Technology,1.2225120470570012,21562125780.0,868.53,-0.031907336364680086,0.00470910619092029,46
2023Q4,FICO,Software - Application,Technology,1.2483040668508294,28825543640.0,1164.01,-0.02517784257823628,0.004200994836814117,44
2023Q1,AG,Silver,Basic Materials,0.12861041246660748,1977127007.0,7.16,0.6776964223062371,-0.051675977653631286,156
2023Q2,AG,Silver,Basic Materials,0.1265214254539388,1587614986.0,5.61,0.8730833684712282,-0.011122994652406416,180
2023Q3,AG,Silver,Basic Materials,0.1307369817476842,1471908423.0,5.1,0.9154515774423442,-0.01854901960784314,181
2023Q4,AG,Silver,Basic Materials,0.13045892659674388,1765037257.0,6.12,0.769272622389143,0.005996732026143791,185
2023Q1,AM,Oil & Gas Midstream,Energy,0.5772990924399106,5029975980.0,9.01,0.5024031535868758,0.019977802441731408,105
2023Q2,AM,Oil & Gas Midstream,Energy,0.5747843298742561,5564241600.0,10.19,0.4406434204109597,0.017664376840039256,108
2023Q3,AM,Oil & Gas Midstream,Energy,0.5658448566007219,5746518480.0,10.72,0.4183366371803454,0.018656716417910446,102
2023Q4,AM,Oil & Gas Midstream,Energy,0.5487268446177664,6010753770.0,11.42,0.3927751529195281,0.01838879159369527,113
2023Q1,ALEX,REIT - Diversified,Real Estate,0.27452878537668696,1372866000.0,17.1,0.8166162532768703,0.0152046783625731,172
2023Q2,ALEX,REIT - Diversified,Real Estate,0.0011147650632629172,1348907999.0,17.0,0.8294441743639605,0.010588235294117647,194
2023Q3,ALEX,REIT - Diversified,Real Estate,0.28534632398230586,1214598000.0,15.51,0.9136556349498147,0.01289490651192779,191
2023Q4,ALEX,REIT - Diversified,Real Estate,0.2871461547807071,1377048000.0,17.84,0.7765465896984863,-0.0027073991031390135,199
2023Q1,BIO,Medical - Devices,Healthcare,0.10182709033325543,14061632100.0,479.019989,0.6886974633771723,0.004864097644159062,67
