ticker,company_name,fiscal_quarter,fiscal_year,calendar_date,debt_to_assets,book_to_market,earnings_yield,industry,sector
A,"Agilent Technologies, Inc.",Q2,2021,2021-04-30,0.281977303327563,0.12159828174802206,0.005456501690747002,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q3,2021,2021-07-31,0.2724239824611572,0.10926723571346358,0.005823682977441597,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q4,2021,2021-10-31,0.27192900513778606,0.11600990508026082,0.009523188311264757,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q1,2022,2022-01-31,0.26435557277040767,0.12480265005859963,0.00685131195335277,Medical - Diagnostics & Research,Healthcare
AA,Alcoa Corporation,Q2,2021,2021-06-30,0.15355312370134366,0.56935254841536,0.04689265536723164,Aluminum,Basic Materials
AA,Alcoa Corporation,Q3,2021,2021-09-30,0.12150454321335494,0.4409519012213162,0.03827344248352116,Aluminum,Basic Materials
AA,Alcoa Corporation,Q4,2021,2021-12-31,0.124375124975005,0.44169157014782096,-0.03677239456256535,Aluminum,Basic Materials
AA,Alcoa Corporation,Q1,2022,2022-03-31,0.10808106079559669,0.29975752306934944,0.030595037340399905,Aluminum,Basic Materials
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q3,2021,2021-04-30,0.0,2.3655502906255146,-0.2116060961313013,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q4,2021,2021-07-31,0.0,2.3354333309069024,-0.208912037037037,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q1,2022,2021-10-31,0.0,2.0751038113026428,-0.05060506050605061,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q2,2022,2022-01-31,0.0,2.0525237915931474,-0.05005440696409141,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q2,2021,2021-06-30,0.007772078126588887,4.726698014136015,-0.0491103202846975,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q3,2021,2021-09-30,0.0073347540972177735,4.947175649087051,0.1101511879049676,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q4,2021,2021-12-31,0.007334748376015355,4.816172307134339,0.06258890469416785,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q1,2022,2022-03-31,0.007675995132881271,4.060634252819335,0.5249807840122982,Asset Management,Financial Services
AAL,American Airlines Group Inc.,Q2,2021,2021-06-30,0.7576451755354383,-0.5611978625209579,0.0013908534366267533,"Airlines, Airports & Air Services",Industrials
AAL,American Airlines Group Inc.,Q3,2021,2021-09-30,0.7755746160702544,-0.5588143970137031,0.01267056530214425,"Airlines, Airports & Air Services",Industrials
AAL,American Airlines Group Inc.,Q4,2021,2021-12-31,0.6947357335218981,-0.6299436030478537,-0.0801781781836402,"Airlines, Airports & Air Services",Industrials
AAL,American Airlines Group Inc.,Q1,2022,2022-03-31,0.7747214433020282,-0.8129252263126602,-0.1486725663716814,"Airlines, Airports & Air Services",Industrials
AAMI,Acadian Asset Management,Q2,2021,2021-06-30,0.30208750357449243,0.46756994606086255,0.2883541039965621,Asset Management,Financial Services
AAMI,Acadian Asset Management,Q3,2021,2021-09-30,0.2737212449255751,0.5245348800713099,0.11093990755007703,Asset Management,Financial Services
AAMI,Acadian Asset Management,Q4,2021,2021-12-31,0.6610240626748741,,,Asset Management,Financial Services
AAON,"AAON, Inc.",Q2,2021,2021-06-30,0.0,0.11926073051056382,0.0063554143241261315,Construction,Industrials
AAON,"AAON, Inc.",Q3,2021,2021-09-30,0.0,0.17882656068275138,0.00468384074941452,Construction,Industrials
AAON,"AAON, Inc.",Q4,2021,2021-12-31,0.06395152111722907,0.17073204409305734,0.0015372790161414297,Construction,Industrials
AAON,"AAON, Inc.",Q1,2022,2022-03-31,0.11429658600224682,0.1751828331988618,0.006622516556291392,Construction,Industrials
AAP,"Advance Auto Parts, Inc.",Q1,2021,2021-04-24,0.4301254717534365,0.2954552579117852,0.01568562243653697,Specialty Retail,Consumer Cyclical
AAP,"Advance Auto Parts, Inc.",Q2,2021,2021-07-17,0.44059035073455965,0.2728668587355875,0.014768835616438356,Specialty Retail,Consumer Cyclical
AAP,"Advance Auto Parts, Inc.",Q3,2021,2021-10-09,0.45032476352540773,0.26032201440687774,0.01382063882063882,Specialty Retail,Consumer Cyclical
AAP,"Advance Auto Parts, Inc.",Q4,2021,2022-01-01,0.2765223230141455,0.22860485380588752,0.0059613196814562,Specialty Retail,Consumer Cyclical
AAPL,Apple Inc.,Q3,2021,2021-06-26,0.36924266310938636,0.029674880023001022,0.010056809458007064,Consumer Electronics,Technology
AAPL,Apple Inc.,Q4,2021,2021-09-25,0.3889493507159503,0.0265756178692593,0.008681158413778735,Consumer Electronics,Technology
AAPL,Apple Inc.,Q1,2022,2021-12-25,0.3221429676986078,0.024792723463742356,0.01192090395480226,Consumer Electronics,Technology
AAPL,Apple Inc.,Q2,2022,2022-03-26,0.34215569408718366,0.02416842208633097,0.008989551106181775,Consumer Electronics,Technology
AAT,"American Assets Trust, Inc.",Q2,2021,2021-06-30,0.5505470146256926,0.6889473260748028,0.006274768824306473,REIT - Diversified,Real Estate
AAT,"American Assets Trust, Inc.",Q3,2021,2021-09-30,0.5497028911168869,0.6780134059048545,0.006860503103560928,REIT - Diversified,Real Estate
AAT,"American Assets Trust, Inc.",Q4,2021,2021-12-31,0.555719207257167,0.6669446846775792,0.005490956072351422,REIT - Diversified,Real Estate
AAT,"American Assets Trust, Inc.",Q1,2022,2022-03-31,0.5567357679864131,0.5401526388232704,0.005996002664890073,REIT - Diversified,Real Estate
AB,AllianceBernstein Holding L.P.,Q2,2021,2021-06-30,0.0,0.47953574176341063,0.02724550898203593,Asset Management,Financial Services
AB,AllianceBernstein Holding L.P.,Q3,2021,2021-09-30,0.0,0.43038549196193493,0.024572059635560466,Asset Management,Financial Services
AB,AllianceBernstein Holding L.P.,Q4,2021,2021-12-31,0.0,0.4542353012440095,0.03503448275862069,Asset Management,Financial Services
AB,AllianceBernstein Holding L.P.,Q1,2022,2022-03-31,0.0,0.43680208797847553,0.02375102375102375,Asset Management,Financial Services
ABAT,American Battery Technology Company Common Stock,Q4,2020,2021-06-30,0.0,0.001138260287230936,-0.00032673267326732675,Industrial Materials,Basic Materials
ABAT,American Battery Technology Company Common Stock,Q3,2021,2022-03-31,0.0,0.06485350079904902,-0.0032395833333333335,Industrial Materials,Basic Materials
ABBV,AbbVie Inc.,Q2,2021,2021-06-30,0.5550915037980159,0.0736895265425934,0.004355942750466708,Drug Manufacturers - General,Healthcare
ABBV,AbbVie Inc.,Q3,2021,2021-09-30,0.5422684706230099,0.08198958157479294,0.019063939166755917,Drug Manufacturers - General,Healthcare
ABBV,AbbVie Inc.,Q4,2021,2021-12-31,0.5283732230479973,0.0732621423870278,0.01930534479851627,Drug Manufacturers - General,Healthcare
ABBV,AbbVie Inc.,Q1,2022,2022-03-31,0.5130471821298643,0.059944194432563755,0.016560177337332116,Drug Manufacturers - General,Healthcare
ABCB,Ameris Bancorp,Q2,2021,2021-06-30,0.025158118330980254,0.8476321332640044,0.02637043189368771,Banks - Regional,Financial Services
ABCB,Ameris Bancorp,Q3,2021,2021-09-30,0.02446196915023964,0.8440848963575939,0.02384320064659527,Banks - Regional,Financial Services
ABCB,Ameris Bancorp,Q4,2021,2021-12-31,0.03630628492256433,0.8993239352141741,0.024826425415527032,Banks - Regional,Financial Services
ABCB,Ameris Bancorp,Q1,2022,2022-03-31,0.02344397938701269,1.1159177355841257,0.030365414307771486,Banks - Regional,Financial Services
ABCL,AbCellera Biologics Inc.,Q2,2021,2021-06-30,0.028857773888402716,0.16159455612974322,-0.0003863636363636364,Biotechnology,Healthcare
ABCL,AbCellera Biologics Inc.,Q3,2021,2021-09-30,0.025635865653874882,0.17801571786268436,-0.003992015968063873,Biotechnology,Healthcare
ABCL,AbCellera Biologics Inc.,Q4,2021,2021-12-31,0.03038521306052243,0.2571563242096633,0.014685314685314685,Biotechnology,Healthcare
ABCL,AbCellera Biologics Inc.,Q1,2022,2022-03-31,0.02529440321449184,0.3976052068356543,0.055384615384615386,Biotechnology,Healthcare
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q2,2021,2021-06-30,0.007772078126588887,3.6389099780060827,-0.03780821917808219,Asset Management - Income,Financial Services
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q3,2021,2021-09-30,0.0073347540972177735,3.860464593585345,0.08595505617977528,Asset Management - Income,Financial Services
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q4,2021,2021-12-31,0.007334748376015355,3.3756422052995423,0.043868394815553345,Asset Management - Income,Financial Services
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q1,2022,2022-03-31,0.007675995132881271,2.6884911770574833,0.34758269720101787,Asset Management - Income,Financial Services
ABEV,Ambev S.A.,Q2,2021,2021-06-30,0.024788304834288392,1.7716183507103105,0.0636042402826855,Beverages - Alcoholic,Consumer Defensive
ABEV,Ambev S.A.,Q3,2021,2021-09-30,0.023971116510144004,2.428529352218845,0.10132158590308371,Beverages - Alcoholic,Consumer Defensive
ABEV,Ambev S.A.,Q4,2021,2021-12-31,0.022590501614328747,2.1879897911636377,0.1,Beverages - Alcoholic,Consumer Defensive
ABEV,Ambev S.A.,Q1,2022,2022-03-31,0.024158625845290955,1.8638194835426656,0.08178438661710037,Beverages - Alcoholic,Consumer Defensive
ABG,"Asbury Automotive Group, Inc.",Q2,2021,2021-06-30,0.5261709552044029,0.3471868533719971,0.04598237865385945,Auto - Dealerships,Consumer Cyclical
ABG,"Asbury Automotive Group, Inc.",Q3,2021,2021-09-30,0.4894159153273226,0.3427105340363995,0.03873132052455017,Auto - Dealerships,Consumer Cyclical
ABG,"Asbury Automotive Group, Inc.",Q4,2021,2021-12-31,0.5559568140354385,0.5643980867264815,0.03745730417315589,Auto - Dealerships,Consumer Cyclical
