ticker,company_name,fiscal_quarter,fiscal_year,calendar_date,debt_to_assets,book_to_market,earnings_yield,industry,sector
A,"Agilent Technologies, Inc.",Q2,2022,2022-04-30,0.2778574844571975,0.1467149261956894,0.0078794107571086,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q3,2022,2022-07-31,0.27775658145745896,0.1305608912300318,0.008406572411157815,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q4,2022,2022-10-31,0.26775541207747816,0.1318688639342013,0.009123684791406078,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q1,2023,2023-01-31,0.2720945141496474,0.1246502060539687,0.007827917379292197,Medical - Diagnostics & Research,Healthcare
AA,Alcoa Corporation,Q2,2022,2022-06-30,0.10987332102616335,0.7072209934545236,0.0683780099954566,Aluminum,Basic Materials
AA,Alcoa Corporation,Q3,2022,2022-09-30,0.11595566006046355,0.9215126494916673,-0.1279926335174954,Aluminum,Basic Materials
AA,Alcoa Corporation,Q4,2022,2022-12-31,0.1264570344266739,0.650172566951086,-0.04805077062556664,Aluminum,Basic Materials
AA,Alcoa Corporation,Q1,2023,2023-03-31,0.12575683763657874,0.6922836207761842,-0.03415659485023647,Aluminum,Basic Materials
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q3,2022,2022-04-30,0.009941726404333037,1.7833919187645249,-0.19729888432178508,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q4,2022,2022-07-31,0.009941726404333037,1.7781712164262216,-0.19672131147540986,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q1,2023,2022-10-31,0.0011868624746376717,1.868633024956801,0.05941176470588235,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q2,2023,2023-01-31,0.0011868624746376717,1.729273893536506,0.054980947196516056,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q2,2022,2022-06-30,0.008025534309307086,3.5096412023907417,0.6801687763713081,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q3,2022,2022-09-30,0.012445665560119636,3.5027432655639092,0.47388781431334626,Asset Management,Financial Services
