ticker,company_name,fiscal_quarter,fiscal_year,calendar_date,debt_to_assets,book_to_market,earnings_yield,industry,sector
A,"Agilent Technologies, Inc.",Q3,2020,2020-07-31,0.26272784412319294,0.17271768027776305,0.0068573877638487095,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q4,2020,2020-10-31,0.2635296561753402,0.15966725775990082,0.007266121707538601,Medical - Diagnostics & Research,Healthcare
A,"Agilent Technologies, Inc.",Q1,2021,2021-01-31,0.2765143684101716,0.13110101382236958,0.007849686847599164,Medical - Diagnostics & Research,Healthcare
AA,Alcoa Corporation,Q2,2020,2020-06-30,0.13541353383458646,1.8458826907119483,-0.09814814814814815,Aluminum,Basic Materials
AA,Alcoa Corporation,Q3,2020,2020-09-30,0.17858398368839204,1.6332949115511686,-0.023255813953488372,Aluminum,Basic Materials
AA,Alcoa Corporation,Q4,2020,2020-12-31,0.17653390742734124,0.7980676171387454,-0.0009029345372460497,Aluminum,Basic Materials
AA,Alcoa Corporation,Q1,2021,2021-03-31,0.19817828678588173,0.5765059620798233,0.03103334433806537,Aluminum,Basic Materials
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q3,2020,2020-04-30,0.0,3.803498918184591,0.05489478499542543,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q4,2020,2020-07-31,0.0,3.5111691871416872,0.05067567567567567,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q1,2021,2020-10-31,0.0,4.138666348564742,0.35042016806722687,Asset Management,Financial Services
AAGPX,American Beacon Large Cap Value Fund Investor Class,Q2,2021,2021-01-31,0.0,3.287725604000029,0.27837116154873165,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q2,2020,2020-06-30,0.008356890251289727,5.337876624169901,-0.2671829622458857,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q3,2020,2020-09-30,0.008353081849061085,6.222132702884357,0.6719775070290535,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q4,2020,2020-12-31,0.008003785372841608,5.896168530006115,-0.005811965811965813,Asset Management,Financial Services
AAISX,American Beacon International Equity Fund Advisor Class,Q1,2021,2021-03-31,0.007897859570779282,4.414003427317508,0.20200573065902577,Asset Management,Financial Services
AAL,American Airlines Group Inc.,Q2,2020,2020-06-30,0.7285107833415965,-0.5654377312644112,-0.36878347360367253,"Airlines, Airports & Air Services",Industrials
AAL,American Airlines Group Inc.,Q3,2020,2020-09-30,0.7705701495866057,-0.8836017408686974,-0.3832384052074858,"Airlines, Airports & Air Services",Industrials
AAL,American Airlines Group Inc.,Q4,2020,2020-12-31,0.6615436717842859,-0.7612923637083348,-0.2415979708306912,"Airlines, Airports & Air Services",Industrials
AAL,American Airlines Group Inc.,Q1,2021,2021-03-31,0.7961805707293624,-0.5231725822545614,-0.08232344337651483,"Airlines, Airports & Air Services",Industrials
AAON,"AAON, Inc.",Q2,2020,2020-06-30,0.0,0.17556117841055627,0.006519274376417234,Construction,Industrials
AAON,"AAON, Inc.",Q3,2020,2020-09-30,0.0,0.11237929899785562,0.006641123882503193,Construction,Industrials
AAON,"AAON, Inc.",Q4,2020,2020-12-31,0.0004498806257349535,0.10312147530050166,0.005527406725011515,Construction,Industrials
AAON,"AAON, Inc.",Q1,2021,2021-03-31,0.0,0.10589405015456625,0.004676018704074816,Construction,Industrials
AAP,"Advance Auto Parts, Inc.",Q2,2020,2020-07-11,0.44617295012474156,0.44598658888483195,0.022747952684258416,Specialty Retail,Consumer Cyclical
AAP,"Advance Auto Parts, Inc.",Q3,2020,2020-10-03,0.42276523806576644,0.3895960953497497,0.015281348186232507,Specialty Retail,Consumer Cyclical
AAP,"Advance Auto Parts, Inc.",Q4,2020,2021-01-02,0.4275454076459783,0.3707348964807453,0.011684380938973745,Specialty Retail,Consumer Cyclical
AAPL,Apple Inc.,Q3,2020,2020-06-27,0.3850269738832308,0.04875715545698383,0.007563416336979288,Consumer Electronics,Technology
AAPL,Apple Inc.,Q4,2020,2020-09-26,0.37753173936669465,0.03503280629003721,0.006767880007316627,Consumer Electronics,Technology
AAPL,Apple Inc.,Q1,2021,2020-12-26,0.3164573765583781,0.029326936955189856,0.012749362531873405,Consumer Electronics,Technology
AAPL,Apple Inc.,Q2,2021,2021-03-27,0.36079523546823744,0.03436109640437675,0.011733377714903886,Consumer Electronics,Technology
AAT,"American Assets Trust, Inc.",Q2,2020,2020-06-30,0.5032126121023848,0.9960082284657159,0.007315957933241884,REIT - Diversified,Real Estate
AAT,"American Assets Trust, Inc.",Q3,2020,2020-09-30,0.47048184425800094,1.1210141922854688,0.005759162303664921,REIT - Diversified,Real Estate
AAT,"American Assets Trust, Inc.",Q4,2020,2020-12-31,0.5099941114020506,0.9180952565518525,0.002735930735930736,REIT - Diversified,Real Estate
AAT,"American Assets Trust, Inc.",Q1,2021,2021-03-31,0.5500507321897876,0.7872871597727621,0.0010852422080360495,REIT - Diversified,Real Estate
AB,AllianceBernstein Holding L.P.,Q2,2020,2020-06-30,0.0,0.8576922916278171,0.0329793180547792,Asset Management,Financial Services
AB,AllianceBernstein Holding L.P.,Q3,2020,2020-09-30,0.0,0.8559339828777959,0.038588754134509365,Asset Management,Financial Services
AB,AllianceBernstein Holding L.P.,Q4,2020,2020-12-31,0.0,0.7209884398930856,0.041828374299266925,Asset Management,Financial Services
AB,AllianceBernstein Holding L.P.,Q1,2021,2021-03-31,0.0,0.5674543837326176,0.028321678321678322,Asset Management,Financial Services
ABBV,AbbVie Inc.,Q2,2020,2020-06-30,0.5847120979067746,0.1118664021755907,-0.005625,Drug Manufacturers - General,Healthcare
ABBV,AbbVie Inc.,Q3,2020,2020-09-30,0.5818635084647209,0.11949052433099394,0.01799557032115172,Drug Manufacturers - General,Healthcare
ABBV,AbbVie Inc.,Q4,2020,2020-12-31,0.5784345631454854,0.08252480461734991,0.00022775482862565595,Drug Manufacturers - General,Healthcare
ABBV,AbbVie Inc.,Q1,2021,2021-03-31,0.5683018717483604,0.08709981257340112,0.02247696111485727,Drug Manufacturers - General,Healthcare
ABCB,Ameris Bancorp,Q2,2020,2020-06-30,0.07757961968695737,1.6110159483198725,0.02129587675577707,Banks - Regional,Financial Services
ABCB,Ameris Bancorp,Q3,2020,2020-09-30,0.05027284344639597,1.7262487244541327,0.0782851817334576,Banks - Regional,Financial Services
ABCB,Ameris Bancorp,Q4,2020,2020-12-31,0.026885353123823612,1.0617775980797988,0.03777777777777778,Banks - Regional,Financial Services
ABCB,Ameris Bancorp,Q1,2021,2021-03-31,0.025671383755741028,0.8068912404068873,0.03654822335025381,Banks - Regional,Financial Services
ABCL,AbCellera Biologics Inc.,Q4,2020,2020-12-31,0.006740683575724787,0.07652606656981226,0.010685884691848906,Biotechnology,Healthcare
ABCL,AbCellera Biologics Inc.,Q1,2021,2021-03-31,0.016398425198245848,0.11341909725664269,0.013742409715564077,Biotechnology,Healthcare
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q2,2020,2020-06-30,0.008356890251289727,4.08749188492773,-0.2045959970348406,Asset Management - Income,Financial Services
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q3,2020,2020-09-30,0.008353081849061085,4.479767607272341,0.4838056680161943,Asset Management - Income,Financial Services
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q4,2020,2020-12-31,0.008003785372841608,4.751639886110125,-0.004683782091421416,Asset Management - Income,Financial Services
ABCVX,American Beacon The London Company Income Equity Fund Investor Class,Q1,2021,2021-03-31,0.007897859570779282,3.549509668511084,0.16244239631336405,Asset Management - Income,Financial Services
ABEV,Ambev S.A.,Q2,2020,2020-06-30,0.06156517680161612,2.238102842044796,0.037142857142857144,Beverages - Alcoholic,Consumer Defensive
ABEV,Ambev S.A.,Q3,2020,2020-09-30,0.05929544716096118,2.753887187264791,0.07777777777777778,Beverages - Alcoholic,Consumer Defensive
ABEV,Ambev S.A.,Q4,2020,2020-12-31,0.038278196053247455,1.8765405735204392,0.176,Beverages - Alcoholic,Consumer Defensive
ABEV,Ambev S.A.,Q1,2021,2021-03-31,0.037679828568042,2.3270088718342925,0.07589285714285714,Beverages - Alcoholic,Consumer Defensive
ABG,"Asbury Automotive Group, Inc.",Q2,2020,2020-06-30,0.6373023446019629,0.4802874046295099,0.033363507047717574,Auto - Dealerships,Consumer Cyclical
ABG,"Asbury Automotive Group, Inc.",Q3,2020,2020-09-30,0.6335467059423328,0.4339298064148051,0.051410981572426316,Auto - Dealerships,Consumer Cyclical
ABG,"Asbury Automotive Group, Inc.",Q4,2020,2020-12-31,0.6433642521012976,0.3235999611179726,0.03183751886921915,Auto - Dealerships,Consumer Cyclical
ABG,"Asbury Automotive Group, Inc.",Q1,2021,2021-03-31,0.5754682745722022,0.2675938964996144,0.02489132684744359,Auto - Dealerships,Consumer Cyclical
ABM,ABM Industries Incorporated,Q3,2020,2020-07-31,0.2537687757271761,0.6615911099805758,0.025617566331198535,Specialty Business Services,Industrials
ABM,ABM Industries Incorporated,Q4,2020,2020-10-31,0.2359607085175673,0.7026211896276384,0.024788202070913083,Specialty Business Services,Industrials
ABM,ABM Industries Incorporated,Q1,2021,2021-01-31,0.23367352334620062,0.6418279928793946,0.03051126992853216,Specialty Business Services,Industrials
ABNB,"Airbnb, Inc.",Q4,2020,2020-12-31,0.22206626526867132,0.0571702915906851,-0.076566757493188,Travel Services,Consumer Cyclical
ABNB,"Airbnb, Inc.",Q1,2021,2021-03-31,0.19912542891174112,0.029216924145109076,-0.010836945648549517,Travel Services,Consumer Cyclical
ABR,"Arbor Realty Trust, Inc.",Q2,2020,2020-06-30,0.7650188008871189,1.7864054532024027,0.07155635062611808,REIT - Mortgage,Real Estate
ABR,"Arbor Realty Trust, Inc.",Q3,2020,2020-09-30,0.7643256655710727,1.4707883857199036,0.10098176718092566,REIT - Mortgage,Real Estate
ABR,"Arbor Realty Trust, Inc.",Q4,2020,2020-12-31,0.6109791872743273,1.2303500886556171,0.08960176991150444,REIT - Mortgage,Real Estate
ABR,"Arbor Realty Trust, Inc.",Q1,2021,2021-03-31,0.555680771244465,1.182603107082757,0.05329457364341086,REIT - Mortgage,Real Estate
ABT,Abbott Laboratories,Q2,2020,2020-06-30,0.286061081796113,0.20638784442357225,0.003585086042065009,Medical - Devices,Healthcare
ABT,Abbott Laboratories,Q3,2020,2020-09-30,0.26886143417870023,0.17710347172037572,0.0070007000700070005,Medical - Devices,Healthcare
ABT,Abbott Laboratories,Q4,2020,2020-12-31,0.2741633125654739,0.1833861956737408,0.012087585455266024,Medical - Devices,Healthcare
ABT,Abbott Laboratories,Q1,2021,2021-03-31,0.2534038606855808,0.16990914606802768,0.009085184852028425,Medical - Devices,Healthcare
ACA,"Arcosa, Inc.",Q2,2020,2020-06-30,0.10542145144910554,0.9297528972128029,0.016618497109826588,Industrial - Infrastructure Operations,Industrials
ACA,"Arcosa, Inc.",Q3,2020,2020-09-30,0.1022011385199241,0.9005180275898509,0.014732965009208104,Industrial - Infrastructure Operations,Industrials
ACA,"Arcosa, Inc.",Q4,2020,2020-12-31,0.09615747912494804,0.7277244477262937,0.004061288536090087,Industrial - Infrastructure Operations,Industrials
ACA,"Arcosa, Inc.",Q1,2021,2021-03-31,0.10183795948987247,0.6362855544902525,0.005273250239693193,Industrial - Infrastructure Operations,Industrials
ACAD,ACADIA Pharmaceuticals Inc.,Q2,2020,2020-06-30,0.01841771660332601,0.08738513602313787,-0.005570455952135342,Biotechnology,Healthcare
ACAD,ACADIA Pharmaceuticals Inc.,Q3,2020,2020-09-30,0.1188227694102033,0.10039628174695113,-0.013090909090909092,Biotechnology,Healthcare
ACAD,ACADIA Pharmaceuticals Inc.,Q4,2020,2020-12-31,0.12011893444550073,0.07364273818712912,-0.007856341189674522,Biotechnology,Healthcare
ACAD,ACADIA Pharmaceuticals Inc.,Q1,2021,2021-03-31,0.16849649020820395,0.17120996742119293,-0.019783325482807347,Biotechnology,Healthcare
ACB,Aurora Cannabis Inc.,Q1,2021,2020-06-30,0.1908423875460494,1.5276626777934295,-1.321658615136876,Drug Manufacturers - Specialty & Generic,Healthcare
